,Unnamed: 0.1,Unnamed: 0,author,b_name,p_num,text
10,10,6,moulavi,shams daftar4,20,-
11,11,27,samet,hajeb-boroojerdi,13,زینب دید خسرو دین مانده بی‌معین دست طفلان نازنین گل گلزار چشم اشکبار نزد امام دین گفتا خواهم_ای شه خوبان ز جان هدیه نثار قدومت زمین ای حشمت‌الله ره احسان نما قبول ران ملخ ز مور دل‌افسرده غمین عون محمد خواهم_کنم ز جان فدای اکبر قربان اصغر فرمود شه مرا نور دیده‌اند سازم چسان روان بدم تیغ مشرکین مرگ برادر غم یاران مرا بس منما فزون داغ زار بهر زینب عون محمدش سودند جبهه قبله یقین بس شه اذن جنگ آل طفل غمزده نورس حزین بوسید کودک بوئیدشان ز مهر چو شاخ نرگس چو یاسمین زینب ستمزده پوشید کفن زد شانه سنبل گیسوی عنبرین تیغ سپر ببست روان همچو ماه ز آسمان دیده سرشگش آستین تیر کمان فکند مرکب نشاندشان گفتی مهر ماه عیان ز برج زین رفتند رزم برآن دست تیغشان برخاست قضا قدر صورت آفرین همچو رعد غلغله جهت فکند وین زد چو برق شعله قلب سپاه کین شرار نار عدو ز پا فکند وین دست سر چوب برگ خزان ریخت زمین اسنان ز جسم عدو جوی خون گشود بست ره فرار ز سو مشرکین صدای الحذر ازکوفیان بلند الامان رساند گردون هفتمین فوج فوج سقر دادشان مقر فرقه فرقه درک کردشان مکین گفتا ز حمزه مگر نشان دگر جعفر طیار ماند آخر ز جنگ شیران گریختند روباه وار حمله نمودند کمین تیر اجل ز ابر بلا ریخت مطر جسم ناز پرورشان گشت دلنشین می‌فکند نیزه پیکانش یسار می‌زدی خنجر برانش یمین آخر پیکر پاک شریف نیزه پاره‌پاره ز جور مخالفین گشتند طفل فکندند الم آتش قلب زینب غمدیده حزین سرداد شاه تشنه ماتم کشید دیده سیل اشک ز دل آه آتشین ( حاجب ) ز داغ برادر سرشک ریخت شافع یوم واپسین توانی‌ای دل وضع جهان بنما کاین عجوز دهر دم فتنه آرد بکار عروسان ر جلوه می‌دارد کینه جوزالی مکار زشت نابکار گمان داری شهد نوشی روز شب نی شهد شکر سم فار تابکی جان عزیز هدف تیر مکروهات بارد کمان روزگار وزو شب خوابی حب دنیا گشته مست دمی بیدار باش لحظه شو هوشیار مال اولاد عیالت یکسر فتنه‌اند بخوان مصداق قول کلام کردگار چشم بینایی گشا کن عاقبت زیندار آندر گذار قبرستان دم سر عبرت نگر چسان شاهان خاک خفته خوار زار تازه دامادان عروس مرگ بگرفتند تنگ نوعروسان گیسو زیب گردن مار پا خاکی عجب تکبر می‌نهی سروقدانند سمین پیکر نسرین عذار توانی خلایق نرد نیکویی کز ماندر جهان نام نکویی یادگار خلق فرموده خلاق وجه حسن باش نیکو خلق نیکو خصلت نیکوشعار ای برادر رضای حق مکن کاردگر زانکه کاری رضای حق ناید بکار کاری رضای حق نکردم هستم سوء عمل یزدان شرمسار می‌زنم دست توسل ولای شهی کاو بدادی جان سر رضای کردگار سبط حجت شه دنیا دین خامس آل عبا عرش حق گوشوار مظهر یکتا صاحب‌منصب ثارالهی دین حق آئین احمد وجودش پایدار کدامین ماتمش گویم تاب زبان گوید ز سوزش جگر افتد شرار یاد زمان کان کودک ششماهه نزد بردند تاب قلب فکار گفتنش ای شاه طفل رضیع مستمند رفته_است تشنگی ز دل صبر قرار نی شیر آبی تسکینش دهیم عطش صبر قرار جان فرار دیده شاه تشنه‌لب کانطفل
12,12,31,bahar,masnavibk,20,سردار جزاه الله بشنود بنده بی‌اکراه فسانه دل بندد همی گرید همی خندد قصه شنیدنش سهل علم جهل بدانی می‎گذرد فلان بینوا می‎گذرد افلاس شخص چاره کنی مفلسی کناره کنی مفلسی مردن کاست هرکه مفلس جهان برخاست « بوهریره » همی نماید نقل حدیث نبی مطابق عقل کان زمانی عهد نورانی جاکشی پریشانی جاکشی همچو پنبه ظاهر کلفت لنبه لیک گردنت افتاد سبک نرم یابی‌اش باد لیک مفلسی چو کابوس که‌ش سر شاخ دم محسوس چسبید سخت بیخ خرت مادرت درآرد پدرت مفلسی عرض عرضی کاندر بسی مرض عرض‌گر فتد جوهر جزء اشیا طرد کسر اوقات کشت سخنان ادبیات گشت سخنان کزین بی‌نیاز شوم سر شرح قصه شوم روس‌ها مشهد رضوی قصد زیاده‌روی بنده بی‌گناه تشر طرد حشر زان مردمان فهمیده دزدیده نهادم ز خراسان گز نمودم طریق تهران ره دزدهای شیرازی لخت کردندمان طنازی ندهم شرح بردند کز ، هرچه بد بردند دارم سپاس یزدان نبردند گوهر جان دزدان ماندم رباعی یادشان خواندم : دزدان بیابانی قهری نبدند خودکامه لامذهب دهری نبدند آن‌همه طبع سرقت بی‌رحمی بالله چو سارقین شهری نبدند الغرض بنده زن بیوه تای پا چارق ، دگر گیوه دررسیدم ری ره خسته ولوت آسمان‌جل عور نمدی سرم ، معاذالله مباد کلاه تنم جبه‌پاره‌ای کهنه پالان خر زدی طعنه موی ریش سویی تنم رنج گشته مویی رخم رنج اضطراب قلق مه بدر ، گل‌گل ابلق بنده دوستان بدند بسی خجالت نگفتم مر مرا دوستی موافق درمی قرض قوله نمود هیکلم بداد تبدیلی حاضر عبا مندیلی هرکسم دید ، : محتشم شیخ‌ابوالفضل خواجه بوالحکم بی‌خبر کاین حریف ز ریا کهنه رندی رفته عبا الغرض ماهی این‌چنین ماندم راز نیفشاندم کیسه درم خالی وجودم قرین بدحالی خواستم زبن بلا کناره سفر ، درد چاره پور سردار ، آجودان‌باشی باشی لرستان فال فرخنده ابواب بنده بیا بدان دیار شویم صدق ، یار شویم نگویم بخور می‌خورم بخور بدم آگاه دیده_بودم بلای ماه کنایات کردمش جیبم درم خالی تدبیر حالت آسانست شهر تهران خراسانست گفتم نکو زین امید الغرض زین خبر چو بی‌خبران خواستم عذر ره ز همسفران رفیقان واماندم رفتند بنده ماندم تومان زحمت بی‌مر قرض امیدی کار آسان مسقط‌الرحل لرستان قصه کوته ، بدین تمنی خام بنده ماندم ، ماه ز اتفاقات سفر موقوف دلش جانب دگر معطوف کنون بیا چالاک بشتابیم جانب املاک روزی ز مردم موذی باشیم فیروزی گفتم قصه سخت بی‌ثمر بروجرد رفتن دگر سخن پرگره چو موی درازی چو آرزوی کجا ، جویبار ساوه کجا مرد جنگی کجا ، کجاوه کجا الغرض دست دادم گفتم سلامت بمان رفتم روزی درنگ بگویم بنده « أمن یجیب » خواندم روز ، هفته‌ای ماندم بدیدم قصه گشت دراز برگ سفر نمودم دوصد آه زینهار امان قرض چهل عدد تومان مبلغی قرض دادم مابقی کیسه بنهادم بلیطی گاری مشهد روم چاپاری ناگهان نامه‌ای ز کلکته حبل‌المتین ره کن خالی جانم قرین بدحالی گر بیایی به‌سوی یارا شاد خرم کنی دل سردار قصه گفتم ذره‌ای زین حدیث ننهفتم صد ، هزار به‌به ره کن قصه کوته گفتم ره زان مجازی‌هاست درازی‌هاست بهر انجام ره پول می‌باید ندارم پول مبلغی مابقی مهیا چو گربه مرنو افتادم مدتی تک افتادم شصت تومان
13,13,19,samet,eftetah,3,کس زبان نهاد اندر دهنم چو عندلیب اندر چمنم مأمور نموده_است صبح ازل شام ابد مدحت تنم حمدا لک رب تبارک تعالی ای نفش نگارنده اسفل اعلی ای ذات خلقت ترکیب معرا خواندن وصفت ، متحیر دل دانا کس طریقی ره تحقیق پویا دیدار طالب اسرار جویا مرغان ملایک عرش معلی روزان شبانند ز الطاف گویا ای قبلهی حاجات ابیض اسود شرمنده احسان تو‌گر و‌گر بد وصف برونست ز اندازه ذات ز اجسام صور پاک مجرد ارواح مقدس جمعند مفرد بندگیت درج صد عزت سرمد نقش قلم صنع طاق زبرجد مبنی ز صبح ازل شام مؤبد نرگس چمن بیهشی جام بلبل گلستان زبان نام طایر جان سر دام زنده دلی گوش پیغام گرسنهای دیده اطعام چشم طمع مرحمت عام پادشهی خواهش انعام هوایی دل خودکام هرچند دیده دیدار نهانی هرچند ظاهر کون مکانی هرچند اوصاف بیانی هرچند زمین زمانی بالله ذره هویدا عیانی چشم نوری جسم چو جانی نزدیکتر هرچه گویند آنی ای کنز خفی کی نهان جهانی احدی احدی مثالت واقف هیچ‌کس کمالت دستی نرسیده_است دامان جلالت نی نی باشدو نی هست همالت عالم همگی ریزهخور خان نوالت سلطنت پادشهی زوالت جود کرم بخشش عفو خصالت نهانست ز انظار جمالت ای ملک لمن‌الملک امیری بی‌مشورت شاهی تدبیر وزیری بی‌منشی مستوفی بی‌کلک دبیری یاوری یاری مشار مشیری عون پناهی معینی ظهیری ای ز نیش پشهی خرد حقیری دادگری ز نمرود بگیری القصه بی‌شبه عدیلی نظیری ای دوست بجز درگه لطف دری نفع ضرر رد قبول دگری فضل عصیان خطری اندر عدل ز طاعت اثری امید فردوسی خوف سقری هرچند نخل اطاعت ثمری نومید ز درگاه هنری مهر تیر حوادث سپری
14,14,17,ferdousi,shahname nozar,13,چو سوگ پدر شاه نوذر بداشت ز کیوان کلاه کیی برفراشت تخت منوچهر بخواند انجمن دینار برین برنیامد بسی روزگار بیدادگر سر شهریار : ز گیتی برآمد غو جهان کهن سر شاه نو چو رسمهای پدر درنوشت ابا موبدان ردان تیز گشت ؛ همی مردمی نزد خوار دلش برده گنج دینار کدیور یکایک سپاهی دلیران سزاوار شاهی چو کشور برآمد خروش جهانی برآمد جوش بترسید بیدادگر شهریار فرستاد کس نزد سام سوار سگسار مازندران سام فرستاد نوذر پیام « خداوند کیوان بهرام هور هست آفریننده پیل ماهی مور دشواری برترمنش آسانی اندک اندر بوش توانایی یکیست هست و‌گر اندکیست کنون خداوند خورشید ماه ثنا روان منوچهر شاه ابر سام یل باد چندان درود آید همی ز ابر باران فرود مران پهلوان جهاندیده سرافراز گرد پسندیده دل هوشش آباد باد روانش ز درد آزاد باد شناسد مگر پهلوان جهان سخنها آشکار نهان شاه مژگان برنهاد ز سام نریمان بسی یاد همیدون مرا پشت‌گرمی بدوست پهلوانست شاه دوست نگهبان کشور شاه ازویست رخشنده فرخ کلاه کنون پادشاهی پرآشوب گشت سخنها اندازه اندر گذشت برنگیرد گرز کین ازین تخت پردخته ماند زمین » چو نامه‌بر سام نیرم باد سرد جگر برکشید شبگیر بانگ خروس برآمد خروشیدن بوق کوس لشکری راند گرگسار دریای سبز اندرو گشت خوار چو ایران سپاه پذیره شدندش بزرگان پیاده سام دلیر برفتند گفتند دیر ز بیدادی نوذر تاجور خیره گم پدر جهان گشت ویران ز کردار اوی غنوده_شد بخت بیدار اوی بگردد همی ره بخردی ازو فره ایزدی سام یل پهلوان نشیند برین تخت روشن‌روان جهان آباد برویست ایران بنیاد بنده باشیم فرمان روانها مهرش گروگان بدیشان سام سوار کی پسندد ز کردگار نوذری نژاد کیان تخت کیی کمر شاهی مرا تاج بسود محالست کس نیارد شنود یارد کس اندر جهان ! زهره کس اندر نهان ؟ دختری منوچهر شاه بران تخت زرین شدی کلاه نبودی خاک بالین بدو شاد بودی جهانبین دلش‌گر ز پدر گشت برین‌بر نیامد زمانی دراز آهنی زنگار خورد رخشنده دشوار شایدش ایزدی فره آورم جهان مهرش آورم گذشته پشیمان شوید نوی ز سر پیمان شوید گر آمرزش کردگار سپهر نیابید نوذر شاه مهر بدین گیتی اندر خشم شاه برگشتن آتش جایگاه بزرگان ز پشیمان یکایک ز سر پیمان چو درگاه سام سوار پذیره شدش نوذر شهریار فرخ نامور پهلوان جهان سر سر نوی جوان پوزش مهان نوذر جان دل کهتر برافروخت نوذر ز تخت مهی اندر آرام فرهی جهان‌پهلوان نوذر پای پرستنده رهنمای نوذر پندها گشاد سخنهای نیکو بسی یاد ز گرد فریدون هوشنگ شاه منوچهر زیبای گیتی بداد دهش بیداد چشم نگماشتند دل ز کژی آورید چنان نوذر رای دید دل مهتران بدو نرم بنیاد آزرم چو گفته_شد گفتنیها گردنکشان شاه رمه برون‌رفت خلعت نوذری تخت تاج انگشتری غلامان اسپان زرین ستام گوهر سرخ زرین جام برین بگذشت چندی سپهر نوذر آرام بودش مهر آنگه ز مرگ منوچهر شاه بشد آگهی توران سپاه ز نارفتن کار نوذر یکایک بگفتند بدگمان چو بشنید سالار ترکان پشنگ چنان خواست کاید ایران جنگ یاد نیا زادشم تور زد تیز دم ز کار منوچهر لشکرش ز گردان سالار کشورش نامداران کشورش بخواند بزرگان لشکرش چو ارجسپ گرسیوز
15,15,13,ferdousi,shahname jamshid,4,گرانمایه جمشید فرزند کمر بست یک‌دل پند برآمد تخت فرخ پدر رسم کیان سرش تاج زر کمر بست فر شاهنشهی جهان گشت سرتاسر رهی زمانه آسود داوری فرمان دیو مرغ پری جهان فزوده بدو آبروی فروزان تخت شاهی بدوی منم فره ایزدی همم شهریاری همم موبدی بدان ز بد دست کوته روان روشنی ره آلت جنگ دست برد نام جستن گردان سپرد فر کیی نرم آهنا چو زره جوشنا چو خفتان تیغ چو برگستوان روشن‌روان بدین اندرون سال پنجاه رنج ببرد بنهاد گنج دگر پنجه اندیشه جامه پوشند ننگ نبرد ز کتان ابریشم موی قز قصب مایه دیبا خز بیاموختشان رشتن تافتن تار اندرون پود بافتن چو بافته شستن دوختن گرفتند یک‌سر آموختن چو کرده_شد نهاد زمانه بدو شاد شاد ز انجمن پیشه‌ور گرد بدین اندرون پنجاه خورد کاتوزیان خوانی‌اش رسم پرستندگان دانی‌اش جدا کردشان گروه پرستنده جایگه کوه بدان پرستش کارشان نوان روشن جهاندارشان صفی دگر دست بنشاندند همی نام نیساریان خواندند کجا شیر مردان جنگ آورند فروزنده لشکر کشورند کز تخت شاهی ز نام مردی پای بسودی گره شناس کجا کس سپاس بکارند ورزند بدروند خورش سرزنش نشنوند ز فرمان تن‌آزاده ژنده‌پوش ز آواز پیغاره آسوده گوش تن آزاد آباد گیتی اوی آسوده داور گفتگوی سخن‌گوی آزاده مرد آزاده کاهلی بنده خوانند اهتو خوشی دست‌ورزان ابا سرکشی کجا کارشان همگنان پیشه روانشان اندیشه بدین اندرون سال پنجاه بخورد بورزید بخشید پایگاه سزاوار بگزید بنمود کس اندازه ببیند بداند بفرمود دیو ناپاک آب اندر آمیختن خاک آنچ گل چو بشناختند سبک خشت کالبد ساختند سنگ گچ دیو دیوار برش هندسی کار چو گرمابه کاخ‌های بلند چو ایوان پناه گزند ز خارا گهر جست روزگار همی روشنی خواستار چنگ آمدش گهر چو یاقوت بیجاده سیم زر ز خارا افسون برون آورید آراسته بندها کلید دگر بوی‌های خوش مردم بویش چو بان چو کافور مشک ناب چو عود چو عنبر چو روشن گلاب پزشکی درمان دردمند تندرستی گزند رازها آشکار جهان نیامد خواستار گذر کشتی آب ز کشور کشور گرفتی شتاب سال پنجه برنجید ندید هنر خرد بسته کردنی‌ها چو ز مهی برتر پای فر کیانی تخت ساخت مایه بدو گوهر اندر نشاخت خواستی دیو برداشتی ز هامون گردون برافراشتی چو خورشید تابان هوا نشسته شاه فرمانروا جهان انجمن تخت شگفتی فرومانده بخت جمشید گوهر افشاندند مر روز روز نو خواندند سر سال نو هرمز فرودین آسوده رنج زمین بزرگان شادی بیاراستند جام رامشگران خواستند جشن فرخ روزگار ماند خسروان یادگار سال سیصد همی کار ندیدند مرگ اندر روزگار ز رنج ز بدشان نبد آگهی بسته دیوان سان رهی فرمان مردم نهاده گوش ز رامش جهان ز آوای نوش روزگار ندیدند کردگار جهان سربه‌سر گشت رهی نشسته جهاندار فرهی یکایک تخت مهی بنگرید گیتی خویشتن ندید منی شاه یزدان‌شناس ز یزدان بپیچید ناسپاس گرانمایگان ز لشگر بخواند مایه سخن براند سالخورده مهان خویشتن ندانم جهان هنر جهان پدید چو نامور تخت شاهی ندید جهان آراستم چنان گیتی کجا خواستم خور خواب آرامتان کوشش کامتان بزرگی دیهیم شاهی مراست گوید پادشاست موبدان سرفگنده نگون کس نیارست گفتن چو گفته_شد فر یزدان بگشت جهان گفت‌وگوی منی بپیوست کردگار شکست اندر برگشت کار سخن‌گوی
16,16,40,ghaani,mosammatgh,6,بنفشه رسته زمین جویبارها گسسته حور ز زلف تارها ز سنگ ندیده‌ای چسان جهد شرارها برگ‌های لاله لاله‌زارها ندانما ز کودکی شکوفه پیر نخورده شیر عارضش رنگ شیر گمان برم همچو دام غم اسیر ز پا فکنده دلبرش دستگیر درین بهار هرکسی هوای راغ داردا یاد باغ طلعتی خیال باغ داردا تیره شب ز جام می‌به کف چراغ داردا دل منست بس درد داغ داردا بهار چو ز بهار کناره جهان چو خوشا خرم دمی یار یار زلف مشکبار چشم اشکبار غزال مشک‌موی ز خطا دیده‌ای همچو آهوان چین خطا رمیده‌ای بنفشه‌بوی حجره آرمیده‌ای نشاط سینه برده‌ای بساط کینه چیده‌ای صلح درکنارم آ ، ز دشمنی کناره کن دلت ره ار نمی‌دهد ز دوست استشاره کن یاچو سبحه رشته‌ای ز زلف پاره کن ببند صدگره وزان استخاره کن دلبری رخش یاد نظرکنم محرمی حدیث عشق سر همدمی دمش ز خبر باده محبتی کزو دماغ‌تر نپرسدم خبر کیستم چکاره‌ام مفتیم محتسب رند باده خواره‌ام خادم مساجدم مؤذن مناره‌ام کدخدای جوشقان عامل زواره‌ام بهشت بتا بهشت تویی بهار باغ تویی ریاض کشت تویی بکن می‌کنی سرنوشت تویی بدل غایبی ز سرشت تویی دمن ز خنده لبت عقیق‌زا ، یمن یمن ز سبزه خطت خرمی چمن چمن ز جلوه رخت گل سمن سمن چو بنگرد رخت جان دل شمن شکرین لبت دم زند طبرزدا لبت طبرزدا حنظلی نیرزدا خیال عشق زمین بورزدا ز اضطراب عشق چو آسمان بلرزدا بت هفت سال مرا می‌دو ده ز چشم می‌فشان ز لعل پیاله ده نگار لاله چهر می‌ی رنگ لاله ده ز بهر نقل بوسه‌ای مرا لب حواله ده بهل کتاب بهم مرد درس نیستم نهال ز اهل غرس نیستم شرابم آشکار ده مرد ترس نیستم به‌حفظ کشت عمرخود مترس نیستم ار شراب می‌خورم بانگ کوس می‌خورم بارگاه تهمتن بزم طوس می‌خورم پیاله‌های ده منی علی رؤوس می‌خورم شراب گبر می‌چشم می‌مجوس می‌خورم الا سال‌ها می‌و ندیم داشتم چو سال تازه می‌شدی می‌قدیم داشتم پیاله‌ها جام‌ها ز زر سیم داشتم دل جواد هنر کف کریم داشتم کنون ار مفلسم ز دل نفس نمی‌کشم منتی ز هیچ‌کس نمی‌کشم فغان ز جور نیستی دادرس نمی‌کشم کشیدم ار ازین ازین نمی‌کشم کریمه‌ای کرم سحاب زرفشان صفیه‌ای صفا بهشت جاودان عفاف اوست کز ازل حجاب جسم جان فرشته زمین ستاره زمان سپهر عصمت حیا شاه اوست ماه شهی هست روز شب زمانه پناه سپهر قبای ستاره کلاه الا نزاده مادری شهی قرین شاه یگانه‌ای شرف عالمند چاکرش ز کاینات منتخب روح چار گوهرش حس جهت نثار هفت اخترش هشت خلد فلک فکنده سایه معجرش بدر چهر بسی مباینه بدر ببیندش معاینه ولیک بدر چهر گمان برم آینه عکس نیفکند چو نقش جان آینه حکم شرع احمدی رواست اجتناب وگرنه بهر ستر رخ احتجاب حیای حجاب عفاف نقاب وگرنه شرم بدی حجاب آفتاب زهی فلک بندگی ستاده بهشت عدن آیتی ز خلق مشکبوی عقل عالمی ندیده نهان ز چشم گفت‌وگوی خصایل جمیل دهر هرکه بنگرد کاینات دگر نشمرد چو ذره آفتاب چشم درنیاورد نعمت ز هست بگذرد ز بهر نفس ترا جان ثنا عمر خویشتن دعا حیات جاودانه تمنی خدا ترا جان دل ثنا عمرها منتم ز مردمان اصل مردمی تویی
17,17,15,ferdousi,shahname fereydoon,20,فریدون چو جهان کامگار ندانست خویشتن شهریار رسم کیان تاج تخت مهی بیاراست کاخ شاهنشهی به‌روز خجسته سر مهرماه سر نهاد کیانی کلاه زمانه بی‌اندوه گشت بدی گرفتند کس ره ایزدی دل داوریها بپرداختند آیین جشن نو ساختند نشستند فرزانگان شادکام گرفتند ز یاقوت جام روشن چهره شاه نو جهان نو ز سر ماه نو بفرمود آتش افروختند عنبر زعفران سوختند پرستیدن مهرگان دین اوست تن آسانی خوردن آیین اوست یادگارست ازو ماه مهر بکوش رنج ایچ منمای چهر ورا بد جهان سالیان پانصد نیفکند روز بنیاد بد جهان برو نماند ای پسر آز مپرست انده مخور نماند دان جهان برکسی درو شادکامی نیابی بسی فرانک آگاه بد زین نهان فرزند شاه جهان ز ضحاک تخت شاهی تهی سرآمد برو روزگار مهی آگاهی ز فرخ پسر مادر فرزند تاجور نیایش کنان سر تن بشست جهانداور نهاد سرش پست خاک همی خواند نفرین ضحاک همی آفرین خواند کردگار برآن شادمان گردش روزگار وزان بودش همی روز بد راز نهانش نوا کس نگفت راز اندر نهفت هفته زین بخشید چنان درویش نشناخت دگر هفته مر بزم مهانی گردن‌فراز بیاراست بوستان خان مهان مهمان وزان گنج آراسته فراز آوریده نهان خواسته گنجها راگشادن نهاده رای گشادن گنج دید درم خوار پسر شاه دید جامه گوهر شاهوار اسپ تازی زرین عذار جوشن زوپین تیغ کلاه کمر نبودش دریغ خواسته شتر دل‌پاک جهاندار فرستاد فرزند زبانی آفرین چو خواسته دید شاه زمین بپذرفت مام آفرین بزرگان لشگر چو بشناختند شهریار جهان تاختند که‌ای شاه پیروز یزدانشناس ستایش مر زویت سپاس روز روزت فزون باد بخت بد اندیشگان نگون باد بخت ترا باد پیروزی آسمان مبادا نیکی گمان وزان جهاندیدگان شاه ز گوشه‌ای برگرفتند زر گوهر برآمیختند تاج سپهبد فرو ریختند مهتران کشورش بدان خرمی صف زده درش ز یزدان همی خواستند آفرین بران تاج تخت کلاه نگین دست برداشته آسمان همی خواندندش نیکی گمان جاوید بادا شهریار برومند بادا روزگار وزان فریدون گرد جهان بگردید دید آشکار نهان هران کز بیداد دید بوم کان آباد دید نیکی ببست دست بد چنانک ره هوشیاران سزد بیاراست گیتی بسان بهشت گیا سرو گلبن بکشت آمل گذر تمیشه اندر نامور بیشه کجا کز جهان گوش خوانی همی نامش ندانی همی ز سالش چو پنجه اندر کشید فرزندش گرامی پدید بخت جهاندار پسر خسرو نژاد تاج زر چو سرو رخ بهار ماننده شهریار پاکیزه شهرناز کهتر خوب‌چهر ارنواز پدر نوز ناکرده ناز نام همی پیلان نهادند گام فریدون نامداران گرانمایه‌تر خواند کجا نام جندل پرهنر کار دلسوز شاه بدو برگرد گرد جهان دختر گزین نژاد مهان خواهر ز مادر پدر پری چهره پاک خسرو گهر سزای فرزند چنان بشاید پیوند دیدار ندانند ازان اندکی چو بشنید جندل ز خسرو سخن رای پاکیزه افگند بن بیدار دل پاکیزه مغز زبان چرب شایسته کار نغز ز سپهبد برون ابا تن مر ورا نیکخواه یکایک ز ایران سراندر کشید پژوهید هرگونه شنید کشوری کز جهان مهتری پرده دختری نهفته بجستی رازشان شنیدی نام آوازشان ز دهقان مایه کس ندید پیوسته آفریدون سزید خردمند روشن‌دل پاک‌تن بیامد سرو شاه یمن نشان جندل مر اورا درست دختر چنان فریدون بجست خرامان بیامد سرو چنان
18,18,9,moulavi,shams fhmfh,20,-
19,19,16,ferdousi,shahname manoochehr,28,منوچهر هفته درد چشمش آب رخش زرد هشتم بیامد منوچهر شاه سر نهاد کیانی کلاه پهلوانان زمین یکسره خواندند آفرین چو دیهیم شاهی سر نهاد جهان مژده آیین مردانگی نیکی پاکی فرزانگی منم تخت گردان سپهر همم خشم جنگ مهر زمین بنده چرخ یار سر تاجداران شکار همم دین فره ایزدیست همم بخت نیکی بخردیست شب تار جوینده کین منم آتش تیز برزین منم خداوند شمشیر زرینه کفش فرازنده کاویانی درفش فروزنده میغ برنده تیغ جنگ اندرون جان ندارم دریغ گه بزم دریا دست دم آتش بدان ز بد دست کوته زمین کین رنگ دیبه گراینده گرز نماینده تاج فروزنده ملک تخت عاج ابا هنرها بنده‌ام جهان‌آفرین پرستنده‌ام دست گریان زنیم داستان‌ها ز یزدان زنیم کز تاج تخت ز اویم سپاه اویم سپاس بدویم پناه فریدون فرخ رویم نیامان کهن بود‌گر نویم کس هفت کشور زمین بگردد ز بتابد ز دین نماینده رنج درویش زبون مردم برافراختن سر بیشی گنج رنجور مردم نماینده رنج نزد سر سر کافرند ز آهرمن بدکنش بدترند کس دین ز یزدان منش نفرین زان شمشیر یازیم دست سر سر کشور مرز پست پهلوانان زمین منوچهر خواندند آفرین فرخ نیای تو‌ای نیک‌خواه شاهی تخت کلاه باد جاوید تخت ردان تاج فره موبدان دل یکایک فرمان جان پیمان جهان‌پهلوان سام پای خاست کای خسرو راست ز شاهان مرا دیده دیدن ز پسندیدن پدر پدر شاه ایران تویی گزین سواران شیران تویی پاک یزدان نگه‌دار باد دلت شادمان بخت بیدار باد باستان یادگار منی تخت کئی بهار منی رزم اندرون شیر پاینده‌ای بزم اندرون شید تابنده‌ای زمین زمان خاک پای باد تخت پیروزه باد شستی شمشیر هندی زمین آرام بنشین رامش گزین نوبت ماست رزم تخت شادی بزم شوم گرد گیتی برآیم ز دشمن بند آورم اندکی مرا پهلوانی نیای دلم خرد مهر رای آفرین بس شهریار بسی دادش گوهر شاهوار چو تختش گرازید سام پسش پهلوانان نهادند گام خرامید آرامگاه همی گیتی آیین کنون پرشگفتی داستان بپیوندم باستان نگه کن مر سام روزگار بازی نمود‌ای پسر گوش ایچ فرزند مر سام دلش جوینده کام نگاری بد اندر شبستان اوی ز گلبرگ رخ ز مشک موی ماهش امید فرزند خورشید چهر برومند ز سام نریمان ز گران تنش آزار ز مادر جدا روز نگاری چو خورشید گیتی فروز چهره چنان تابنده شید ولیکن موی بودش سپید پسر ز مادر زاد نکردند هفته سام یاد شبستان نامور پهلوان خرد کودک نوان سام یل نیارست فرزند پیر جفت دایه بودش کردار شیر پهلوان اندر دلیر سام یل روز فرخنده باد دل بدسگالان کنده باد پرده در‌ای نامجوی پور پاک ماه تنش نقره سیم رخ بهشت نبینی اندام زشت آهو کش سپید موی تو‌ای نامجوی فرود تخت سام سوار پرده درآمد نو بهار چو فرزند دید مویش سپید ببود جهان سر سر ناامید آسمان سر برآورد راست ز دادآور آنگاه فریاد خواست که‌ای برتر کژی کاستی بهی زان فزاید خواستی گناهی گران کرده‌ام و‌گر کیش آهرمن آورده‌ام پوزش مگر کردگار جهان ببخشاید اندر نهان بپیچد همی تیره جانم ز شرم بجوشد همی دلم خون گرم چو آیند پرسند گردنکشان گویم بچه بدنشان ؟ گویم بچه دیو چیست ؟ پلنگ رنگ و‌گر
